Name,titre,Listeners,,
Azealia Banks,Anna Wintour,38151,,
"Tyler, the Creator",Pothole,77924,,
Sia,"Genius (with Sia, Diplo & Labrinth)",10014,,
Kanye West,Real Friends,135888,,
BTS,Blood Sweat & Tears,44031,,
Rush,Tom Sawyer,460661,,
Lady Gaga,I'll Never Love Again - Film Version - Radio Edit,22477,,
Sufjan Stevens,Visions of Gideon,50053,,
BROCKHAMPTON,TONYA,32106,,
Bruno Mars,When I Was Your Man,444962,,
DJ Khaled,No Brainer,66921,,
The Strokes,Under Cover of Darkness,539503,,
Joji,I'LL SEE YOU IN 40,14564,,
Sigala,Just Got Paid,22401,,
Michael Jackson,Don't Stop 'Til You Get Enough - Single Version,156199,,
Cage the Elephant,Come a Little Closer,233384,,
Young Thug,Pick Up The Phone,82567,,
CHVRCHES,Miracle,57657,,
Ariana Grande,Thinking Bout You,64881,,
Backstreet Boys,Everybody (Backstreet's Back),322193,,
Four Tet,Two Thousand And Seventeen,76176,,
Lou Reed,Perfect Day,656132,,
The All-American Rejects,Gives You Hell,636125,,
Little Mix,The Cure (Stripped),9826,,
Pantera,Walk,589805,,
Avicii,Without You (feat. Sandro Cavazza),113440,,
Beyoncé,Love on Top,405191,,
X Ambassadors,Renegades,227052,,
Troye Sivan,Plum,32876,,
The War on Drugs,Red Eyes,299416,,
Grizzly Bear,LOSING ALL SENSE,95878,,
Lady Gaga,I Don't Know What Love Is,21264,,
SZA,Supermodel,85599,,
Panic! at the Disco,Emperor's New Clothes,109381,,
BROCKHAMPTON,ZIPPER,59364,,
6ix9ine,"MAMA (feat. Nicki Minaj, Kanye West)",12851,,
Nirvana,Rape Me,1088490,,
"Tyler, the Creator","You're A Mean One, Mr. Grinch",16903,,
Lorde,Homemade Dynamite - Remix,48704,,
Halsey,Colors,145761,,
Rammstein,Feuer frei!,300633,,
Radiohead,Videotape,756365,,
Blackstreet,No Diggity,480856,,
Elliott Smith,Between the Bars,487488,,
TWICE,What is Love?,25410,,
Lana Del Rey,Brooklyn Baby,273254,,
José Feliciano,Feliz Navidad,275470,,
Eminem,Rap God,309179,,
Led Zeppelin,Babe I'm Gonna Leave You,676141,,
Limp Bizkit,Break Stuff,595931,,
Janelle Monáe,Pynk (feat. Grimes),61758,,
Martin Garrix,High On Life (feat. Bonn),35124,,
Kygo,It Ain't Me (with Selena Gomez),130459,,
"Tyler, the Creator",Garden Shed,78021,,
Frank Ocean,Moon River,64479,,
Kendrick Lamar,XXX. FEAT. U2.,123805,,
Tom Walker,Leave a Light On,68517,,
M.I.A.,Bad Girls,361637,,
Mumford & Sons,Wild Heart,9792,,
Queen,'39 - Remastered 2011,27086,,
Lana Del Rey,Ultraviolence,276041,,
Van Halen,Jump - 2015 Remastered Version,73259,,
INXS,Need You Tonight,421732,,
The Black Keys,Gold on the Ceiling,503135,,
Sufjan Stevens,Lonely Man of Winter,9780,,
BLACKPINK,PLAYING WITH FIRE,46618,,
Guns N' Roses,Knockin' on Heaven's Door,766367,,
Frank Ocean,Forrest Gump,277859,,
Zara Larsson,Never Forget You,165276,,
Deerhunter,He Would Have Laughed,164062,,
Phoenix,If I Ever Feel Better,570114,,
Snail Mail,Pristine,38598,,
Bob Marley & The Wailers,Three Little Birds,608600,,
Chris Rea,Driving Home for Christmas,334625,,
Foster the People,Houdini,615688,,
Pink Floyd,Breathe (In The Air),103499,,
Justice,D.A.N.C.E.,804450,,
Yes,Owner of a Lonely Heart,488453,,
Kanye West,Gorgeous,237196,,
BROCKHAMPTON,RENTAL,54906,,
The Beatles,Yesterday - Remastered 2009,95006,,
Ghost,Square Hammer,70806,,
Tove Lo,Cool Girl,160967,,
Arctic Monkeys,Teddy Picker,795829,,
R.E.M.,Everybody Hurts,687750,,
George Ezra,Paradise,62038,,
Kid Cudi,Day 'n' Nite (Nightmare),60698,,
Slowdive,Alison,257008,,
Thom Yorke,A Storm That Took Everything,15627,,
Twenty One Pilots,Tear in My Heart,176325,,
The Kooks,She Moves in Her Own Way,948236,,
blink-182,FIRST DATE,696813,,
Migos,MotorSport,73096,,
The Prodigy,Breathe,651281,,
Talking Heads,Once In A Lifetime - 2005 Remastered Version,91120,,
Kendrick Lamar,LUST.,152802,,
Bon Iver,33 “GOD”,138475,,
Radiohead,Airbag,951962,,
Norah Jones,Don't Know Why,736140,,
Pink Floyd,Us and Them,733697,,
Eminem,Greatest,69052,,
Nirvana,Polly,1086711,,
Don McLean,American Pie,516062,,
Kali Uchis,Dead To Me,40605,,
Famous Dex,Japan,46214,,
The Smashing Pumpkins,"Tonight, Tonight - Remastered 2012",21666,,
Nirvana,Dumb,955915,,
Arctic Monkeys,No. 1 Party Anthem,383827,,
Foxygen,Shuggie,153253,,
Marina & the Diamonds,Froot,119550,,
The National,The System Only Dreams in Total Darkness,113392,,
Gnash,"I Hate U, I Love U (feat. Olivia O'Brien)",163998,,
The Psychedelic Furs,Love My Way,259433,,
BTS,EUPHORIA,21261,,
Panic! at the Disco,"Hey Look Ma, I Made It",37298,,
Architects,Dying To Heal,9517,,
Post Malone,Rich & Sad,59099,,
JPEGMAFIA,Puff Daddy,9539,,
Clairo,Pretty Girl,49295,,
Christina Perri,A Thousand Years,319019,,
Anderson .Paak,Come Down,76904,,
Spandau Ballet,True,400172,,
Taylor Swift,King of My Heart,55120,,
The Lumineers,Sleep on the Floor,102195,,
RM,seoul (prod. HONNE),11250,,
The Police,Message In A Bottle - Remastered 2003,67634,,
Hailee Steinfeld,Starving,155570,,
Drake,"Hold On, We're Going Home",393709,,
Prince,Kiss,390224,,
Exo,Sign,9437,,
Janelle Monáe,I Like That,57727,,
U2,One,814883,,
Frank Ocean,Sweet Life,300206,,
Rita Ora,New Look,9719,,
Limp Bizkit,Rollin' (Air Raid Vehicle),536375,,
Nick Jonas,Right Now,28983,,
The Turtles,Happy Together,485392,,
Death Grips,Get Got,188725,,
AC/DC,T.N.T.,559581,,
Beach House,Pay No Mind,49388,,
Panic! at the Disco,This Is Gospel,162849,,
Belinda Carlisle,Heaven Is a Place on Earth,384392,,
Alice Merton,No Roots,93431,,
Arctic Monkeys,AMERICAN SPORTS,68543,,
Drake,Mob Ties,61222,,
Queen,Seven Seas Of Rhye - Remastered 2011,32495,,
Keane,Everybody's Changing,796167,,
Billie Eilish,Six Feet Under,49622,,
Radiohead,The National Anthem,725483,,
Justin Bieber,What Do You Mean?,315656,,
Dolly Parton,Jolene,448562,,
Cage the Elephant,Ain't No Rest for the Wicked - Original Version,124935,,
Train,Drops of Jupiter,628358,,
Iggy Pop,Lust For Life,578558,,
Imagine Dragons,Warriors,234024,,
Tyga,Dip (feat. Nicki Minaj),9678,,
Hozier,Shrike,24212,,
Ghost,Rats,44029,,
Architects,The Seventh Circle,9384,,
The Breeders,Cannonball,379469,,
Taylor Swift,22,249483,,
Steve Lacy,Dark Red,50305,,
"The Good, the Bad & the Queen",Merrie Land,10352,,
Kanye West,Bound 2,276504,,
LIL UZI VERT,The Way Life Goes (Feat. Oh Wonder),47331,,
Iggy Azalea,Kream (feat. Tyga),33010,,
Denzel Curry,SUMO , ZUMO,29331,
The Notorious B.I.G.,Big Poppa,536775,,
Paramore,TOlD YOU SO,91299,,
TWICE,LIKEY,26584,,
New Order,Age Of Consent - 2015 Remastered Version,75300,,
Alice Cooper,Poison,601192,,
Rihanna,Stay,242626,,
Ariana Grande,Bad Decisions,68135,,
Halsey,Strangers,67346,,
LIL PEEP,The Brightside,43859,,
Quavo,Workin Me,17233,,
Architects,A Wasted Hymn,9342,,
Pabllo Vittar,Trago Seu Amor de Volta (feat. Dilsinho),16841,,
Toro y Moi,Freelance,12474,,
Muse,The Void (Acoustic Version),9333,,
Nena,99 Luftballons,376660,,
Frank Ocean,Biking,74901,,
Depeche Mode,Just Can't Get Enough,467581,,
Eminem,The Monster,373011,,
Nas,N.Y. State of Mind,494756,,
The Beatles,Twist And Shout - Remastered 2009,96523,,
Nat King Cole,The Christmas Song (Merry Christmas To You),218477,,
Rihanna,Rude Boy,782029,,
The Strokes,Hard to Explain,801833,,
Pantera,Cowboys from Hell,625521,,
Kanye West,FML,128989,,
Radiohead,Pyramid Song,717677,,
Eminem,Love The Way You Lie,554985,,
alt-J,Tessellate,479225,,
Taylor Swift,So It Goes...,56160,,
The Beatles,Dear Prudence - 2018 Mix,9315,,
Little Mix,Power,53182,,
Mike Posner,I Took A Pill In Ibiza - SeeB Remix,228026,,
Marina & the Diamonds,Teen Idle,167298,,
Migos,Bad and Boujee (Feat. Lil Uzi Vert),121495,,
P!nk,So What,680138,,
The Cure,A Forest,555126,,
Commodores,Easy,317281,,
Deerhunter,Revival,253063,,
Beach House,Black Car,52973,,
Tyga,Dip (feat. Nicki Minaj),9678,,
Lana Del Rey,Radio,494678,,
lil Mosey,Noticed,26842,,
The Dave Brubeck Quartet,Take Five,332929,,
Beyoncé,Partition,229179,,
Selena Gomez,Same Old Love,183810,,
Ms. Lauryn Hill,Doo Wop (That Thing),113621,,
AC/DC,Hells Bells,625496,,
Taylor Swift,You Belong with Me,512459,,
Pusha T,What Would Meek Do?,42192,,
Don Henley,The Boys Of Summer,421809,,
Nicki Minaj,Good Form,29229,,
The Chainsmokers,Side Effects,39340,,
BROCKHAMPTON,TAPE,35299,,
ABBA,The Winner Takes It All,381960,,
Rage Against the Machine,Guerrilla Radio,735906,,
Queens of the Stone Age,I Sat by the Ocean,311800,,
Slipknot,Snuff,394623,,
Exo,Gravity,9156,,
BROCKHAMPTON,SOMETHING ABOUT HIM,39075,,
Mumford & Sons,Forever,9325,,
The Script,Breakeven,615517,,
Kanye West,Wolves,128822,,
SunMi,Gashina,33104,,
The Smashing Pumpkins,Solara,19878,,
"Tyler, the Creator",Sometimes...,83318,,
Taylor Swift,Dress,53775,,
Fall Out Boy,My Songs Know What You Did in the Dark (Light Em Up),354170,,
The Smiths,"Please, Please, Please Let Me Get What I Want - 2011 Remastered Version",135395,,
Kim Carnes,Bette Davis Eyes,347290,,
Chuck Berry,Johnny B. Goode,644433,,
Rihanna,Consideration,105866,,
Pink Floyd,Hey You,732424,,
Pink Floyd,Wish You Were Here - 2011 Remastered Version,155866,,
Lana Del Rey,Diet Mountain Dew,542550,,
Ella Mai,Boo'd Up,45802,,
Interpol,Rest My Chemistry,511136,,
Young Thug,High (Feat. Elton John),26554,,
Lady Gaga,John Wayne,98924,,
masego,Tadow,42752,,
Foo Fighters,My Hero,970124,,
John Lennon,Imagine - Remastered 2010,26441,,
Foo Fighters,My Hero,970124,,
Blood Orange,Saint,36302,,
Ab-Soul,Bloody Waters (with Anderson .Paak & James Blake),59153,,
Yusuf / Cat Stevens,Wild World,77755,,
Kanye West,Flashing Lights,302535,,
Baco Exu do Blues,Queima Minha Pele,9589,,
Tom Odell,Another Love,317787,,
Cardi B,Bartier Cardi (feat. 21 Savage),84739,,
Sonic Youth,Teen Age Riot (album version),127584,,
The 1975,Give Yourself A Try,40108,,
Taylor Swift,All You Had to Do Was Stay,127789,,
The Prodigy,Smack My Bitch Up,608825,,
Red Velvet,Power Up,19881,,
Pink Floyd,Brain Damage,679024,,
Foo Fighters,The Sky Is A Neighborhood,102407,,
Gotye,Somebody That I Used To Know - feat. Kimbra,31504,,
Bloc Party,Helicopter,843497,,
Queen,Save Me - Remastered 2011,31583,,
MGMT,She Works Out Too Much,62175,,
Kate Bush,Wuthering Heights,358492,,
Queen,Hammer To Fall - Remastered 2011,32217,,
Jaden Smith,Plastic,9310,,
My Chemical Romance,Famous Last Words,513433,,
Jack Ü,Where Are Ü Now (with Justin Bieber),202442,,
Selena Gomez & the Scene,Love You Like a Love Song,290406,,
SZA,Garden (Say It Like Dat),71689,,
Snail Mail,Heat Wave,37362,,
Aretha Franklin,Respect,721649,,
Jon Hopkins,Emerald Rush,46742,,
Mumford & Sons,Delta,9186,,
A$AP Rocky,A$AP Forever,51738,,
Beyoncé,Run the World (Girls),386863,,
James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),9465,,
Arctic Monkeys,The Ultracheese,56141,,
Halsey,Gasoline,107495,,
The Calling,Wherever You Will Go,637182,,
The Pussycat Dolls,Don't Cha,412419,,
Green Day,21 Guns,594105,,
The Outfield,Your Love,363992,,
Drake,I'm Upset,78755,,
Metallica,Sad but True,692821,,
Katy Perry,California Gurls (feat. Snoop Dogg),797159,,
Jaden Smith,SOHO,9222,,
Katrina and the Waves,Walking On Sunshine,378280,,
BROCKHAMPTON,VIVID,33290,,
Rihanna,Take a Bow,517401,,
Thom Yorke,Open Again,15838,,
Radiohead,Faust Arp,770476,,
Mika,Grace Kelly,699325,,
Angel Olsen,Shut Up Kiss Me,105131,,
fun.,Some Nights,600340,,
Tame Impala,Nangs,187750,,
The Neighbourhood,Scary Love,56056,,
U2,Beautiful Day,980137,,
Real Estate,Darling,113521,,
Muse,Feeling Good,787284,,
Deerhunter,Desire Lines,211406,,
Kiss,Rock And Roll All Nite,384548,,
Harry Styles,sWeeT CreAtUre,100982,,
Queen,Fat Bottomed Girls - 2011 Remaster,67525,,
Lady Gaga,LoveGame,836064,,
Lily Allen,Smile,724490,,
Sia,Breathe Me,759986,,
The Cinematic Orchestra,To Build a Home,448120,,
Pabllo Vittar,Ouro (feat. Urias),16929,,
John Mayer,Slow Dancing in a Burning Room,493524,,
Post Malone,Over Now,55654,,
Frank Ocean,Pink Matter,178617,,
LCD Soundsystem,Oh Baby,91617,,
Kelly Clarkson,Because of You,633228,,
Limp Bizkit,Behind Blue Eyes,806669,,
NoName,Self,28165,,
Two Door Cinema Club,Undercover Martyn,728844,,
Martin Garrix,There For You,123434,,
Muse,The Dark Side (Alternate Reality Version Instrumental),8927,,
Bring Me the Horizon,Can You Feel My Heart,199040,,
Dr. Dre,Forgot About Dre,509666,,
Bradley Cooper,Alibi,21861,,
Tame Impala,Disciples,191086,,
The Smiths,Bigmouth Strikes Again - 2011 Remastered Version,148898,,
The Weeknd,Party Monster,151282,,
The xx,VCR,902935,,
Kanye West,Devil In A New Dress,225276,,
The Beatles,I Want To Hold Your Hand - Remastered 2015,118633,,
Bradley Cooper,Out of Time,22890,,
MOMOLAND,BBoom BBoom,29318,,
Linkin Park,Bleed It Out,793589,,
Owl City,Fireflies,766752,,
Madonna,Like a Virgin,487696,,
James Blake,Retrograde,414447,,
Years & Years,King,261263,,
New Order,Bizarre Love Triangle,431531,,
Arctic Monkeys,Golden Trunks,65499,,
Bill Withers,Lovely Day,378769,,
Lana Del Rey,Summer Bummer (feat. A$AP Rocky & Playboi Carti),95700,,
The Script,Hall of Fame,379502,,
LCD Soundsystem,Dance Yrself Clean,408734,,
Crazy Town,Butterfly,557236,,
Lady Gaga,Monster,482279,,
Mitski,A Pearl,30044,,
James Blunt,You're Beautiful,841191,,
Gotye,Somebody That I Used To Know - feat. Kimbra,31504,,
Unknown Mortal Orchestra,Multi-Love,163632,,
Earl Sweatshirt,Huey,83888,,
Idles,Danny Nedelko,24504,,
The Weeknd,Often,211151,,
Queen,I Want It All - Single Version,31695,,
Calum Scott,Dancing On My Own,110450,,
Cigarettes After Sex,K.,47110,,
Queen,Innuendo - Remastered 2011,39667,,
Jungle,HAPPY MAN,40190,,
Frank Sinatra,Fly Me to the Moon,418904,,
Bob Dylan,The Times They Are a-Changin',677184,,
Charli XCX,Out of My Head (feat. Tove Lo and ALMA),74370,,
The Beatles,In My Life - Remastered 2009,85265,,
Welshly Arms,Legendary,62769,,
The Stranglers,Golden Brown,506257,,
Leon Bridges,Beyond,50452,,
Alicia Keys,No One,633435,,
Aerosmith,I Don't Want to Miss a Thing,858831,,
Shaggy,It Wasn't Me,409810,,
Derek and the Dominos,Layla - 40th Anniversary Version / 2010 Remastered,57109,,
6ix9ine,STOOPID,21356,,
Exo,Ooh La La La,8753,,
Marina & the Diamonds,Bubblegum Bitch,198560,,
Earl Sweatshirt,Hive,90340,,
Kanye West,No More Parties In LA,114715,,
Norman Greenbaum,Spirit in the Sky,413302,,
Kendrick Lamar,DUCKWORTH.,131955,,
Camila Cabello,cRYINg In THE clUB,115493,,
Yung Lean,friday the 13th,8749,,
deadmau5,Drama Free,8875,,
Kid Cudi,Pursuit of Happiness (Nightmare),340918,,
Ariana Grande,Sometimes,64360,,
Wheatus,Teenage Dirtbag,411075,,
Clairo,4EVER,37859,,
Ozuna,Vaina Loca,28351,,
Radiohead,True Love Waits,313001,,
Lady Gaga,Yoü and I,297944,,
Dire Straits,Brothers in Arms,588516,,
David Bowie,Let's Dance - 1999 Remastered Version,164574,,
Blondie,Heart Of Glass - Special Mix,25265,,
blink-182,Adam's Song,760941,,
Bradley Cooper,Alibi,21861,,
Band Aid,Do They Know It's Christmas? - 1984 Version,80557,,
Bruce Springsteen,Born to Run,608218,,
Sufjan Stevens,Fourth of July,147759,,
BTS,Airplane pt.2,24396,,
LIL PEEP,Better Off (Dying),38307,,
BTS,Airplane pt.2,24396,,
LIL PEEP,Better Off (Dying),38307,,
Mobb Deep,"Shook Ones, Pt. II",111115,,
Kanye West,Fade,138873,,
6LACK,Pretty Little Fears (feat. J. Cole),21259,,
Niall Horan,Slow Hands,125321,,
Angus & Julia Stone,Chateau,78403,,
LIL PEEP,U Said,40563,,
Jid,Slick Talk,9528,,
Madvillain,Accordion,258878,,
Pabllo Vittar,Vai Embora (feat. Ludmilla),16979,,
Selena Gomez,Good for You,207093,,
Beyoncé,Single Ladies (Put a Ring on It),745863,,
Kendrick Lamar,Wesley's Theory,190609,,
BROCKHAMPTON,QUEER,55407,,
Radiohead,True Love Waits,313001,,
Post Malone,Spoil My Night (feat. Swae Lee),36022,,
Pabllo Vittar,Miragem,16849,,
Sufjan Stevens,Chicago,529952,,
LOOΠΔ,Hi High,15535,,
Kevin Abstract,empty,53571,,
AFI,Miss Murder,545999,,
The Buggles,Video Killed the Radio Star,423649,,
Beyoncé,Drunk in Love,311730,,
Trippie Redd,1400 / 999 Freestyle,8818,,
Death Cab for Cutie,I Dreamt We Spoke Again,38957,,
alt-J,Something Good,430809,,
Eric Clapton,Tears in Heaven,807609,,
Selena Gomez,Back To You,51821,,
Hayley Kiyoko,What I Need (feat. Kehlani),42523,,
Arctic Monkeys,Do Me a Favour,592554,,
RM,tokyo,12273,,
Lorde,A World Alone,275379,,
Lady Gaga,Venus,148190,,
alt-J,In Cold Blood,117246,,
6ix9ine,Billy,34069,,
Arctic Monkeys,Cornerstone,405324,,
Disclosure,You & Me (Flume remix),255961,,
Yo La Tengo,Autumn Sweater,222105,,
Fool's Garden,Lemon Tree,432386,,
Depeche Mode,Personal Jesus,713043,,
Billie Eilish,Bored,46525,,
Kanye West,New Slaves,277998,,
Rammstein,Ich will,503277,,
Trippie Redd,Taking A Walk,27411,,
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",23003,,
Faith No More,Epic,487505,,
J. Cole,Wet Dreamz,146441,,
The Smashing Pumpkins,Travels,8706,,
Frank Ocean,Futura Free,90463,,
Death Cab for Cutie,I Dreamt We Spoke Again,38957,,
Queen,Fat Bottomed Girls,590253,,
Marvin Gaye,What's Going On,517806,,
The Rolling Stones,Start Me Up - Remastered,79947,,
Rammstein,Ich will,503277,,
Selena Gomez,Back To You,51821,,
Hayley Kiyoko,What I Need (feat. Kehlani),42523,,
Trippie Redd,Taking A Walk,27411,,
Faith No More,Epic,487505,,
Frank Ocean,Futura Free,90463,,
BLACKPINK,WHISTLE,46756,,
Pabllo Vittar,Miragem,16849,,
Jeremy Zucker,comethru,15896,,
The Pogues,Fairytale of New York (feat. Kirsty MacColl),111720,,
Depeche Mode,Personal Jesus,713043,,
Loren Allred,Never Enough,36281,,
Cutting Crew,(I Just) Died in Your Arms,344302,,
Exo,24/7,8561,,
Post Malone,Spoil My Night (feat. Swae Lee),36022,,
Queen,Lazing On A Sunday Afternoon - Remastered 2011,20936,,
Kanye West,Blood on the Leaves,270814,,
Yo La Tengo,Autumn Sweater,222105,,
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",23003,,
J. Cole,Wet Dreamz,146441,,
Avicii,Waiting For Love,254917,,
LIL PUMP,Gucci Gang,126323,,
alt-J,In Cold Blood,117246,,
Hans Zimmer,Time,318592,,
The Neighbourhood,Afraid,234322,,
Sam Smith,Have Yourself a Merry Little Christmas,99223,,
Alec Benjamin,Let Me Down Slowly,32281,,
Madonna,Material Girl,451035,,
Baco Exu do Blues,Kanye West da Bahia,8542,,
Hozier,Someone New,244822,,
Mitski,Remember My Name,32757,,
Fugees,Killing Me Softly with His Song,354333,,
Duke Ellington,In A Sentimental Mood,223693,,
Kendrick Lamar,BLOOD.,168190,,
Björk,Army of Me,576124,,
Coldplay,In My Place,1109864,,
King Princess,Talia,29118,,
The La's,There She Goes,418518,,
Madison Beer,Home with You,43140,,
Weezer,Zombie Bastards,8523,,
Sum 41,Still Waiting,560912,,
La Roux,Bulletproof,672820,,
Aerosmith,Walk This Way,589883,,
Kodak Black,Roll in Peace (feat. XXXTENTACION),55876,,
Fleetwood Mac,Little Lies - Remastered,50665,,
The Cranberries,Dreams,557422,,
Kendrick Lamar,Fear.,137213,,
Zac Efron,Rewrite The Stars,49484,,
American Authors,Best Day of My Life,372183,,
Imagine Dragons,Next To Me,57112,,
The Killers,Read My Mind,981887,,
Beach House,Dive,61662,,
Jão,Vou Morrer Sozinho,18905,,
Adele,Water Under The Bridge,171505,,
Lil' Wayne,Let It Fly (feat. Travis Scott),37528,,
Madison Beer,Home with You,43140,,
Alessia Cara,Not Today,8706,,
Coldplay,Don't Panic,1134763,,
BTS,Anpanman,23784,,
Gwen Stefani,The Sweet Escape,615414,,
The Strokes,Is This It,722121,,
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades of Grey""",264634,,
Childish Gambino,Bonfire,247891,,
Sufjan Stevens,Casimir Pulaski Day,437672,,
Demi Lovato,Stone Cold,81592,,
The Beatles,Eleanor Rigby - Remastered 2009,64489,,
Lady Gaga,The Edge of Glory,391769,,
Alvvays,"Archie, Marry Me",149275,,
Ben Howard,Only Love,359634,,
Jeremy Zucker,comethru,15896,,
Trippie Redd,Toxic Waste,8496,,
Avicii,Levels,563312,,
Marilyn Manson,The Beautiful People,616141,,
t.A.T.u.,All the Things She Said,402140,,
Selena Gomez,Kill Em With Kindness,165252,,
Lana Del Rey,Shades of Cool,259717,,
"Tyler, the Creator",Cindy Lou's Wish,8607,,
Charli XCX,Boom Clap,322435,,
James Bay,Hold Back the River,293879,,
MØ,Way Down,24899,,
Christina Aguilera,Genie in a Bottle,560817,,
Kris Kross Amsterdam,Whenever (feat. Conor Maynard),38039,,
Grimes,Realiti,139094,,
JPEGMAFIA,Baby I'm Bleeding,31505,,
6ix9ine,BEBE,24626,,
Idles,Colossus,24068,,
Mac DeMarco,Freaking Out the Neighborhood,156098,,
The xx,I Dare You,144731,,
Slowdive,When the Sun Hits,224138,,
Yellowcard,Ocean Avenue,532727,,
Culture Club,Karma Chameleon,410459,,
Michael Sembello,Maniac,237086,,
Bon Iver,29 #Strafford APTS,118181,,
Tove Lo,Talking Body,245608,,
Bloodhound Gang,The Bad Touch,647208,,
P!nk,Just Give Me a Reason,351942,,
Shawn Mendes,Nervous,43637,,
TV on the Radio,Wolf Like Me,492339,,
Nick Drake,Pink Moon,526234,,
Michael Jackson,Rock With You - Single Version,136215,,
The Knife,Heartbeats,623454,,
Kasabian,Fire,635668,,
Clairo,Flaming Hot Cheetos,39884,,
Deerhunter,Helicopter,219519,,
TWICE,Dance the Night Away,18519,,
Massive Attack,Unfinished Sympathy,558478,,
MK,Back & Forth,17538,,
Frank Ocean,Bad Religion,259289,,
Spiritualized,Ladies and Gentlemen We Are Floating in Space,229128,,
Takeoff,She Gon Wink,8333,,
alt-J,Taro,342311,,
Dido,White Flag,607557,,
Seal,Kiss from a Rose,524094,,
Snail Mail,Speaking Terms,31379,,
The Cardigans,My Favourite Game,555979,,
Simon & Garfunkel,The Boxer,570578,,
Hole,Celebrity Skin,419117,,
CHVRCHES,Miracle - Hansa Session,8467,,
Selena Gomez,The Heart Wants What It Wants,183654,,
Natasha Bedingfield,Unwritten,523697,,
Baco Exu do Blues,Girassóis de Van Gogh,8792,,
Soundgarden,Spoonman,505955,,
Halsey,Sorry,54351,,
House of Pain,Jump Around,600317,,
Frank Ocean,Sierra Leone,281671,,
Twenty One Pilots,Lane Boy,129340,,
Disturbed,Are You Ready,25337,,
Denzel Curry,TABOO , TA13OO,30923,
Deftones,My Own Summer (Shove It),460987,,
Duran Duran,Ordinary World,414494,,
Mitski,Old Friend,29989,,
Bombay Bicycle Club,Always Like This,432710,,
Bring Me the Horizon,Happy Song,114393,,
Lykke Li,I Follow Rivers - The Magician Remix,228771,,
BROCKHAMPTON,TOKYO,53711,,
Julia Holter,Chaitius,10678,,
Jamie xx,Loud Places,163461,,
Harry Styles,kiWi,76905,,
The Darkness,I Believe in a Thing Called Love,538927,,
Bob Dylan,"Tangled Up in Blue - Take 3, Remake 3",8309,,
IZA,Dona de Mim,14697,,
The Smashing Pumpkins,Disarm - Remastered,18890,,
Korn,Falling Away From Me,612637,,
G-Eazy,Him & I (with Halsey),79386,,
Iron Maiden,Run to the Hills - 1998 Remastered Version,100562,,
Extreme,More Than Words,465980,,
Washed Out,Feel It All Around,417200,,
Yung Lean,happy feet,9595,,
Galantis,Emoji,8278,,
Bruce Springsteen,I'm on Fire,365874,,
David Guetta,Like I Do,78999,,
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,226043,,
Taylor Swift,Red,190561,,
Panic! at the Disco,Roaring 20s,31501,,
Rihanna,Desperado,128820,,
Taylor Swift,This Is Why We Can’t Have Nice Things,46843,,
Britney Spears,Work B**ch,180444,,
American Football,Never Meant,217489,,
Vampire Weekend,Step,334937,,
Ariana Grande,The Way,150231,,
A Tribe Called Quest,Electric Relaxation,367797,,
Duke Dumont,Ocean Drive,150669,,
Kelly Clarkson,Underneath the Tree,86981,,
The Beatles,"Ob-La-Di, Ob-La-Da - 2018 Mix",8313,,
Rammstein,Engel,476083,,
Car Seat Headrest,My Boy (Twin Fantasy),57084,,
Arctic Monkeys,Fireside,346409,,
The Kinks,All Day and All of the Night,573772,,
First Aid Kit,My Silver Lining,230453,,
St. Vincent,New York,91803,,
Radiohead,Subterranean Homesick Alien,847394,,
Michael Bublé,Love You Anymore,13879,,
Carly Rae Jepsen,Gimmie Love,77297,,
Declan Mckenna,Brazil,91394,,
BTS,Go Go,32064,,
Kendrick Lamar,Big Shot (with Travis Scott),59781,,
Sting,Englishman in New York,480303,,
Fergie,Fergalicious,467540,,
LIL PEEP,Beamer Boy,36878,,
Ellie Goulding,Burn,498872,,
Mitski,Washing Machine Heart,26128,,
Pet Shop Boys,West End Girls,361847,,
Animal Collective,My Girls,527590,,
Dua Lipa,Homesick,70251,,
Kendrick Lamar,These Walls,175387,,
Years & Years,All for You,36914,,
Eminem,My Name Is,601701,,
Frank Ocean,Novacane,307701,,
David Bowie,Ziggy Stardust - 2012 Remastered Version,122630,,
Justin Timberlake,Say Something,86392,,
The Beach Boys,Good Vibrations - Remastered,23313,,
Kendrick Lamar,A.D.H.D,309298,,
Shakira,"Whenever, Wherever",427727,,
Jon Bellion,All Time Low,115618,,
FKA twigs,Two Weeks,269856,,
The Coral,Dreaming of You,432546,,
David Bowie,Ziggy Stardust - 2012 Remastered Version,122630,,
Fleet Foxes,Icicle Tusk,42826,,
Michael Bublé,Love You Anymore,13879,,
Kendrick Lamar,Big Shot (with Travis Scott),59781,,
Ellie Goulding,Burn,498872,,
FKA twigs,Two Weeks,269856,,
Frank Ocean,Novacane,307701,,
Pusha T,Infrared,45898,,
Kendrick Lamar,These Walls,175387,,
Justin Timberlake,Say Something,86392,,
LIL PEEP,Beamer Boy,36878,,
Rise Against,Prayer of the Refugee,597190,,
